Perunit,Municipal,Coast,StationCode,Description,SampleDate,SampleTime,DeliveryDate,AnalyseDate,Intenterococci,Ecoli,Tar,Glass,Plastic,Caoutchouc,Garbage,Wave,Airdirection,Rainfail,Yestrainfail
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Ασώματος_Πρέβελη Αγίου_Βασιλείου,GRBW139314009101, Εκβολή ποταμού Κουρταλιώτη,27/6/2018,9:45:00 πμ,27/6/2018,28/6/2018,2,5,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Ακουμιανή_Γιαλιά Τριόπετρα_Μεγάλη Αγίου_Βασιλείου,GRBW139314007101, 470 μ. από το νοτιοανατολικό άκρο της ακτής,27/6/2018,10:19:00 πμ,27/6/2018,28/6/2018,4,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Ακουμιανή_Γιαλιά Τριόπετρα Μικρή Αγίου_Βασιλείου,GRBW139314008101, Μέσον ακτής,27/6/2018,10:38:00 πμ,27/6/2018,28/6/2018,5,14,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Σακτούρια Άγιος Παύλος Αγίου_Βασιλείου,GRBW139314010101, Μέσον ακτής,27/6/2018,10:51:00 πμ,27/6/2018,28/6/2018,2,8,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Αγία_Γαλήνη Αγίου_Βασιλείου,GRBW139314005101, Μέσον ακτής,27/6/2018,11:24:00 πμ,27/6/2018,28/6/2018,64,30,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Φαιστού,Κόκκινος_Πύργος Φαιστού,GRBW139308106101, 170 μ. από το βορειοδυτικό άκρο της ακτής,27/6/2018,11:46:00 πμ,27/6/2018,28/6/2018,2,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Φαιστού,Μάταλα_Φαιστού,GRBW139308107101, Μέσον ακτής,27/6/2018,12:23:00 μμ,27/6/2018,28/6/2018,12,2,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Φαιστού,Ακτή_Κόμου Φαιστού,GRBW139308105101, 630 μ. από το νότιο άκρο της ακτής,27/6/2018,12:12:00 μμ,27/6/2018,28/6/2018,20,5,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Φαιστού,Καλοί_Λιμένες Φαιστού,GRBW139308162101, Μέσον ακτής,27/6/2018,1:15:00 μμ,27/6/2018,28/6/2018,22,31,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Φαιστού,Χρυσόστομος_Φαιστού,GRBW139308163101, Μέσον ακτής,27/6/2018,1:26:00 μμ,27/6/2018,28/6/2018,28,12,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Γόρτυνας,Λέντας_Γόρτυνας,GRBW139304167101, Μέσον ακτής,27/6/2018,2:09:00 μμ,27/6/2018,28/6/2018,46,18,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Ρεθύμνης,Επισκοπή_1 Ρεθύμνης,GRBW139318089101, Μέσον ακτής,28/6/2018,8:30:00 πμ,28/6/2018,29/6/2018,16,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Καβρός_Αποκορώνου,GRBW139319041101, 1670 μ. από το ανατολικό άκρο της ακτής.,28/6/2018,8:45:00 πμ,28/6/2018,29/6/2018,7,15,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Γεωργιούπολη Αποκορώνου,GRBW139319039101, Μέσον ακτής,28/6/2018,9:47:00 πμ,28/6/2018,29/6/2018,1,2,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Αλμυρίδα Αποκορώνου,GRBW139319038101, Μέσον ακτής,28/6/2018,10:23:00 πμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Καλύβες Αποκορώνου,GRBW139319040101, 200 μ. από το ανατολικό άκρο της ακτής,28/6/2018,10:37:00 πμ,28/6/2018,29/6/2018,10,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Αποκορώνου,Κυανή_Ακτή Αποκορώνου,GRBW139319037101, 600 μ. από το βορειοδυτικό άκρο της ακτής,28/6/2018,10:50:00 πμ,28/6/2018,29/6/2018,3,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Σφακίων,Ομπρός Γιαλός Σφακίων,GRBW139324103101, Μέσον ακτής,28/6/2018,12:27:00 μμ,28/6/2018,29/6/2018,2,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Πολύ κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Σφακίων,Ίλιγγας_Σφακίων,GRBW139324104101, Μέσον ακτής,28/6/2018,12:45:00 μμ,28/6/2018,29/6/2018,2,7,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Πολύ κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Σφακίων,Φραγκοκάστελλο Χανίων,GRBW139324170101, Μέσον ακτής,28/6/2018,1:21:00 μμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Πολύ κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Κόρακας_Ροδάκινο Αγίου_Βασιλείου,GRBW139314002101, 140 μ. από το ανατολικό άκρο της ακτής,28/6/2018,2:19:00 μμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Πολύ κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Αγία_Πελαγία Χερσονήσου,GRBW139309127101, 50 μ. από το δυτικό άκρο της ακτής,28/6/2018,8:40:00 πμ,28/6/2018,29/6/2018,2,56,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Κλωντζάνη_Χερσονήσου,GRBW139309131101, 45 μ. από το δυτικό άκρο της ακτής,28/6/2018,8:29:00 πμ,28/6/2018,29/6/2018,8,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Ποταμός_Χερσονήσου,GRBW139309126101, 300 μ. από το δυτικό άκρο της ακτής,28/6/2018,8:16:00 πμ,28/6/2018,29/6/2018,22,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Ποταμός_1_Χερσονήσου,GRBW139309135101, 55 μ. δυτικά του ποταμού,28/6/2018,8:06:00 πμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Σταλίδα_Χερσονήσου,GRBW139309143101, 450 μ. από το βορειοδυτικό άκρο της ακτής,28/6/2018,9:01:00 πμ,28/6/2018,29/6/2018,2,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Άγιος_Δημήτριος Χερσονήσου,GRBW139309133101, 130 μ. από το δυτικό άκρο της ακτής,28/6/2018,8:49:00 πμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Άγιος_Γεώργιος Χερσονήσου,GRBW139309141101, 35 μ. δυτικά της χερσονησίδας,28/6/2018,10:26:00 πμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Ανάληψη Χερσονήσου,GRBW139309132101, Μέσον ακτής,28/6/2018,11:06:00 πμ,28/6/2018,29/6/2018,1,2,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Πολύ κυματώδης,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Δράπανος_Χερσονήσου,GRBW139309137101, 50 μ. από το ανατολικό άκρο της ακτής,28/6/2018,9:14:00 πμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Ακτή_Ναυάρχου Νεάρχου Χερσονήσου,GRBW139309124101, 150 μ. από το δυτικό άκρο της ακτής,28/6/2018,10:09:00 πμ,28/6/2018,29/6/2018,1,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Χερσόνησος Χερσονήσου,GRBW139309138101, 170 μ. από το νοτιοανατολικό άκρο της ακτής,28/6/2018,9:54:00 πμ,28/6/2018,29/6/2018,20,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Βλυχάδα_Χερσονήσου,GRBW139309134101, Μέσον ακτής,28/6/2018,9:38:00 πμ,28/6/2018,29/6/2018,10,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Λιμήν_Χερσονήσου_1 Χερσονήσου,GRBW139309125101, 20 μ. από το ανατολικό άκρο της ακτής,28/6/2018,9:44:00 πμ,28/6/2018,29/6/2018,7,3,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Λιμήν_Χερσονήσου_2 Χερσονήσου,GRBW139309130101, Μέσον ακτής,28/6/2018,9:29:00 πμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Λιμανάκι_Ανάληψης Χερσονήσου,GRBW139309122101, Μέσον ακτής,28/6/2018,11:31:00 πμ,28/6/2018,29/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Πολύ κυματώδης,ΝΔ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Χερσονήσου,Σαραντάρι Χερσονήσου,GRBW139309144101, Μέσον ακτής,28/6/2018,10:36:00 πμ,28/6/2018,29/6/2018,3,5,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΝΔ,ΌΧΙ,ΌΧΙ
